"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
21254430,"Victorian Charm in south West Waterfront",18141321,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87645,-77.01842,"Entire home/apt",130,6,1,87,96,"Ward 6",11310,0
21260362,"Cozy Basement in Heart of Capitol Hill",65481204,"Capitol Hill, Lincoln Park",38.89038,-76.99048,"Entire home/apt",120,37,1,0,96,"Ward 6",0,0
21263539,"Fully furnished, light filled Hill East apartment",25323456,"Capitol Hill, Lincoln Park",38.88543,-76.98192,"Entire home/apt",54,35,1,0,98,"Ward 6",0,0
21265812,"Shaw Garden Apartment",96456433,"Shaw, Logan Circle",38.91168,-77.01956,"Entire home/apt",86,191,4,229,97,"Ward 2",19694,39
21265927,"Central apartment U Street/14th St/Dupont Circle",8804821,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92105,-77.03344,"Entire home/apt",102,17,1,0,99,"Ward 1",0,0
21281308,"Clean 3-BR 3-Bath Home on Capitol Hill",81962951,"Union Station, Stanton Park, Kingman Park",38.89639,-76.98341,"Entire home/apt",335,1,1,0,100,"Ward 6",0,0
21281978,"Urban Oasis Casita - DC Tiny House Utopia",130123623,"Takoma, Brightwood, Manor Park",38.97705,-77.01832,"Entire home/apt",99,36,2,1,99,"Ward 4",99,29
21282511,"Luxurious Dupont Mansion Townhouse",5487930,"Dupont Circle, Connecticut Avenue/K Street",38.91187,-77.04554,"Private room",67,24,18,335,94,"Ward 2",22445,4
21282988,"MODERN RETREAT: Stay in Style & Comfort-DC!",71799021,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90512,-76.98877,"Entire home/apt",350,71,1,222,96,"Ward 5",77700,44
21288872,"A place to stay down Dupont way!",39966150,"Dupont Circle, Connecticut Avenue/K Street",38.91464,-77.03771,"Entire home/apt",212,0,1,0,NA,"Ward 2",0,0
21292577,"dc living area",73833123,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96141,-77.00045,"Entire home/apt",89,7,2,89,100,"Ward 5",7921,0
21294291,"Sunny and Spacious Garden Level Apartment",4892804,"Capitol Hill, Lincoln Park",38.88556,-77.00156,"Entire home/apt",103,4,1,87,100,"Ward 6",8961,4
21297092,"Private bedroom near Echostage, National Arboretum",96449857,"Brookland, Brentwood, Langdon",38.92091,-76.97675,"Private room",38,13,1,0,100,"Ward 5",0,0
21297571,"Spacious house in downtown DC",117819280,"Shaw, Logan Circle",38.90737,-77.01657,"Private room",175,0,1,0,NA,"Ward 2",0,0
21305912,"Modern 2B Apt @Heart of Historic Dupont",52844473,"Dupont Circle, Connecticut Avenue/K Street",38.91019,-77.03943,"Entire home/apt",104,161,1,4,99,"Ward 2",416,2
21307831,"Entire One-bedroom Apartment in Downtown",95459420,"Dupont Circle, Connecticut Avenue/K Street",38.91221,-77.0376,"Entire home/apt",94,0,1,0,NA,"Ward 2",0,0
21308895,"Private Room #1   15 mins to White House",140334352,"Mayfair, Hillbrook, Mahaning Heights",38.8943,-76.94136,"Private room",50,28,2,90,94,"Ward 7",4500,0
21310291,"Dupont Circle Studio w/ Private Patio",52789828,"West End, Foggy Bottom, GWU",38.90763,-77.0479,"Entire home/apt",72,278,6,295,96,"Ward 2",21240,74
21325478,"Private bedroom",44949993,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92707,-77.02331,"Private room",54,93,10,347,95,"Ward 1",18738,4
21326028,"Convenient Bi-Level Unit in Heart ofCity w/parking",93534394,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91084,-77.00718,"Entire home/apt",250,149,2,337,93,"Ward 5",84250,5
21334476,"Dupont Circle 2 BR, Fully Renovated Master Kitchen",52789828,"West End, Foggy Bottom, GWU",38.90773,-77.0493,"Entire home/apt",119,214,6,302,96,"Ward 2",35938,52
21354341,"Luxury PENTHOUSE near White House withFREE parking",4166308,"Shaw, Logan Circle",38.90863,-77.02253,"Entire home/apt",350,66,1,0,98,"Ward 2",0,0
21366569,"Subletting a cozy and big private room/bathroom",154710952,"West End, Foggy Bottom, GWU",38.90382,-77.05144,"Private room",50,0,1,365,NA,"Ward 2",18250,0
21368941,"Neighborhood Home near Capitol Hill Park Free, Walk to Metro",27152040,"Union Station, Stanton Park, Kingman Park",38.89292,-76.98007,"Entire home/apt",127,222,1,42,100,"Ward 6",5334,22
21369693,"Clean, convenient, roomy studio with parking space",5269688,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93678,-77.02122,"Entire home/apt",65,100,2,0,97,"Ward 1",0,0
21383867,"Capitol Hill #8 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87909,-76.98778,"Hotel room",25,39,42,365,93,"Ward 6",9125,3
21383885,"Spacious Row House in Bloomingdale",39290542,"Howard University, Le Droit Park, Cardozo/Shaw",38.92149,-77.01564,"Entire home/apt",99,7,1,0,100,"Ward 1",0,0
21384121,"Capitol Hill #9 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.8792,-76.98784,"Hotel room",25,37,42,365,92,"Ward 6",9125,0
21384208,"Newly renovated Capitol Hill Housing(bunks)1-3",146624030,"Capitol Hill, Lincoln Park",38.8775,-76.98734,"Shared room",25,17,42,2,93,"Ward 6",50,2
21384322,"Best location Capitol Hill Housing &Free Breakfast",146624030,"Capitol Hill, Lincoln Park",38.87914,-76.98942,"Shared room",25,94,42,364,91,"Ward 6",9100,9
21385338,"Private Bedroom & Bathroom, easy access to Metro",8291672,"Capitol Hill, Lincoln Park",38.8868,-76.98141,"Private room",67,45,1,0,97,"Ward 6",0,0
21392155,"Dupont West 4: Charming 1BR",28825130,"West End, Foggy Bottom, GWU",38.90719,-77.04937,"Entire home/apt",108,124,5,72,98,"Ward 2",7776,14
21398642,"Private room near downtown DC",3872316,"Brookland, Brentwood, Langdon",38.92586,-76.98979,"Private room",47,7,3,80,88,"Ward 5",3760,1
21398898,"Capitol Hill (Groups) Intern/Student Bunks 2-2",146624030,"Near Southeast, Navy Yard",38.87715,-76.98889,"Shared room",25,19,42,365,92,"Ward 6",9125,3
21399073,"Capitol Hill  (Groups) Intern/Student Bunks2-3",146624030,"Near Southeast, Navy Yard",38.87707,-76.9876,"Hotel room",25,10,42,310,84,"Ward 6",7750,1
21414621,"Capitol Hill (group upto 12 ppl ) Intern/Student",146624030,"Near Southeast, Navy Yard",38.87714,-76.98878,"Hotel room",29,4,42,365,90,"Ward 6",10585,0
21414624,"Capitol Hill  (Groups) Intern/Student Bunks 2-4",146624030,"Capitol Hill, Lincoln Park",38.87918,-76.98947,"Shared room",29,10,42,365,94,"Ward 6",10585,0
21414742,"Newly renovated Capitol Hill Bed & breakfast2-5",146624030,"Capitol Hill, Lincoln Park",38.87906,-76.98777,"Hotel room",29,12,42,365,88,"Ward 6",10585,1
21422900,"Stanton Park Place 3F",138787488,"Union Station, Stanton Park, Kingman Park",38.8935,-76.99832,"Private room",43,84,3,217,97,"Ward 6",9331,0
21426389,"The Wonderland, 2-BR Charmer Near Everything",18493253,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92939,-77.0266,"Entire home/apt",145,93,3,78,93,"Ward 1",11310,4
21427161,"Cozy get away",155303103,"Brightwood Park, Crestwood, Petworth",38.95546,-77.02257,"Private room",95,0,1,0,NA,"Ward 4",0,0
21436504,"Lincoln Park Apt, Capitol Hill",13874798,"Capitol Hill, Lincoln Park",38.89,-76.99119,"Entire home/apt",80,2,1,0,100,"Ward 6",0,0
21436960,"Historic Row House Flat on Boutique Street",5958291,"Union Station, Stanton Park, Kingman Park",38.89467,-76.98984,"Entire home/apt",125,58,2,110,99,"Ward 6",13750,0
21436977,"Walk to Georgetown - Glover Park Guest Suite",6597874,"Cathedral Heights, McLean Gardens, Glover Park",38.92045,-77.0748,"Entire home/apt",81,128,2,100,99,"Ward 3",8100,11
21437643,"05. Renovated room near Nats/Wharf/Audi Field",3672670,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8711,-77.01347,"Private room",60,161,14,180,87,"Ward 6",10800,20
21438341,"Huge Private Room in 2BR, AMAZING Location & View!",1166255,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9186,-77.04279,"Private room",50,0,2,0,NA,"Ward 1",0,0
21439632,"Clean and Fresh 3 bedroom house, near everything",105711806,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89871,-76.97101,"Entire home/apt",150,141,5,344,93,"Ward 5",51600,23
21456881,"Sunlit Condo - 14th St and Columbia Heights",142207751,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92143,-77.03281,"Entire home/apt",110,1,1,0,100,"Ward 1",0,0
21468564,"Sunny 1-bedroom next to U street/Mt. Pleasant/CoHo",2018644,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92429,-77.02966,"Entire home/apt",50,0,1,0,NA,"Ward 1",0,0
21470573,"Spacious, Cozy Retreat - Walk to metro",27021311,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9567,-76.99628,"Entire home/apt",125,44,2,170,96,"Ward 5",21250,1
21473050,"Newly Renovated English Basement , Heart of Noma",7405667,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90684,-77.01213,"Entire home/apt",90,55,2,192,96,"Ward 5",17280,9
21475020,"Coolest Neighborhood in DC - Row House 2bd/1ba",1004055,"Shaw, Logan Circle",38.90576,-77.02533,"Entire home/apt",159,86,1,33,99,"Ward 2",5247,30
21489427,"Contemporary space perfect for business traveler",127431551,"Dupont Circle, Connecticut Avenue/K Street",38.91639,-77.03773,"Entire home/apt",200,23,2,326,93,"Ward 2",65200,7
21491206,"Private Space with Access to Public Transportation",156126519,"Hawthorne, Barnaby Woods, Chevy Chase",38.98157,-77.05661,"Private room",199,5,1,0,100,"Ward 4",0,0
21502141,"Modern Chic Condo in NW DC + Free Street Parking",12928262,"Brightwood Park, Crestwood, Petworth",38.95388,-77.02327,"Entire home/apt",105,0,6,92,NA,"Ward 4",9660,0
21504736,"Modern 2-Bedroom Apt Near H Street & Union Market",1834705,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90522,-76.98539,"Entire home/apt",156,80,1,0,97,"Ward 5",0,3
21519530,"Private Room 1 Queen Bed/ Fast WiFi/ 4kTV  Netflix",156381814,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9702,-77.01131,"Private room",69,14,2,0,91,"Ward 5",0,0
21519849,"Private Room 2 Queen Bed/ Fast WiFi/ 4kTV Netflix",156381814,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97184,-77.01228,"Private room",66,20,2,170,94,"Ward 5",11220,0
21529028,"DC Rowhouse w/Modern Amenities, Traditional Style",1501363,"Union Station, Stanton Park, Kingman Park",38.8981,-76.98686,"Entire home/apt",185,4,4,0,100,"Ward 6",0,0
21547958,"Charming basement apartment 1 block from red line.",148234308,"Friendship Heights, American University Park, Tenleytown",38.94596,-77.08008,"Entire home/apt",100,32,1,110,97,"Ward 3",11000,1
21551526,"Brand New Capitol Hill Housing: Free Breakfast 3-1",146624030,"Capitol Hill, Lincoln Park",38.87932,-76.98767,"Shared room",29,5,42,365,96,"Ward 6",10585,0
21563946,"Private clean and comfortable Park View apartment",9463754,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92959,-77.0201,"Entire home/apt",65,30,1,103,93,"Ward 1",6695,1
21567411,"Charming NW D.C. English Basement",39872677,"Brightwood Park, Crestwood, Petworth",38.94502,-77.03866,"Entire home/apt",40,0,1,0,NA,"Ward 4",0,0
21575162,"Comfy, Cozy, Private Au-Pair Suite in HillCrest",90142612,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86064,-76.96059,"Entire home/apt",98,58,1,0,98,"Ward 7",0,0
21575396,"Luxurious 3-bd on the Park with Monument Views",11309130,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91692,-77.00879,"Entire home/apt",699,1,10,171,100,"Ward 5",119529,0
21578601,"Best Short & Long Term Stays/Newly Renovated Unit",156925549,"Shaw, Logan Circle",38.91208,-77.02798,"Entire home/apt",109,118,1,200,89,"Ward 2",21800,1
21581702,"Historic charming Foxhall Village, near Georgetown",8739013,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91029,-77.07944,"Entire home/apt",265,9,3,0,100,"Ward 3",0,0
21582593,"HOT Brkfast @ Cute'n'Cozy House Near Metro!",82207769,"Capitol View, Marshall Heights, Benning Heights",38.87473,-76.93303,"Entire home/apt",162,5,5,2,76,"Ward 7",324,0
21589673,"Apartment in NE DC",75816436,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92223,-76.99509,"Entire home/apt",50,0,1,0,NA,"Ward 5",0,0
21591178,"Whole place to yourself. W/parking NE DC  20002",120285289,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90964,-76.98534,"Entire home/apt",93,101,1,163,95,"Ward 5",15159,48
21591491,"Spacious 1-BR Apartment in Trendy Columbia Hts",69845083,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92719,-77.0258,"Entire home/apt",91,62,2,109,92,"Ward 1",9919,0
21592968,"Victorian Row House with Minimal, Marble Interiors",2101885,"Howard University, Le Droit Park, Cardozo/Shaw",38.91561,-77.03228,"Entire home/apt",375,7,2,0,100,"Ward 1",0,0
21593076,"Cosy rooms in historic Foxhall Village, Georgetown",8739013,"Georgetown, Burleith/Hillandale",38.90975,-77.07907,"Private room",85,5,3,0,100,"Ward 2",0,0
21596100,"Sunny 1 bdrm apt w/ parking, walk to metro",5090793,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92805,-76.99452,"Private room",74,2,2,0,100,"Ward 5",0,0
21597502,"The Levis: How Suite It Is- H Street/City Lif is m",157089151,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90564,-76.98327,"Entire home/apt",166,36,1,268,96,"Ward 5",44488,0
21618373,"Luxe and Welcoming Condo",16070616,"Howard University, Le Droit Park, Cardozo/Shaw",38.91589,-77.03224,"Entire home/apt",115,4,1,0,100,"Ward 1",0,0
21635739,"Private Capitol Hill Housing (Small Dorm-sleep 3)",146624030,"Capitol Hill, Lincoln Park",38.87744,-76.98968,"Private room",89,25,42,365,86,"Ward 6",32485,0
21641272,"1,000 square feet condo in nice neighborhood",146211397,"Brightwood Park, Crestwood, Petworth",38.94906,-77.01657,"Private room",39,4,1,0,NA,"Ward 4",0,0
21642372,"Private BR in an Artist Studio in historic house",157501109,"Dupont Circle, Connecticut Avenue/K Street",38.90966,-77.03465,"Private room",99,72,1,0,100,"Ward 2",0,0
21646731,"Beautiful duplex loft in the heart of Logan",80894863,"Shaw, Logan Circle",38.91128,-77.03027,"Entire home/apt",1000,0,1,0,NA,"Ward 2",0,0
21646963,"1 Bedroom FULLY RENOVATED w/ Roof Deck",52789828,"Dupont Circle, Connecticut Avenue/K Street",38.91533,-77.03948,"Entire home/apt",101,22,6,67,96,"Ward 2",6767,14
21647583,"Sunny, spacious room in Adams Morgan",19361359,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92206,-77.03655,"Private room",75,6,1,0,93,"Ward 1",0,0
21648047,"Private room in the heart of DC (Meridian Park)",71097030,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92095,-77.0354,"Private room",40,4,1,0,80,"Ward 1",0,0
21656853,"Capitol Hill Suite - Separate Entrance!",85690803,"Capitol Hill, Lincoln Park",38.88295,-76.97911,"Entire home/apt",75,1,1,0,100,"Ward 6",0,0
21662190,"07.Master bedroom close to Audi Field/Nats stadium",3672670,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8711,-77.01347,"Private room",69,249,14,175,89,"Ward 6",12075,40
21663102,"Stunning Studio in Foggy Bottom",3474736,"West End, Foggy Bottom, GWU",38.90166,-77.05084,"Entire home/apt",94,93,6,168,97,"Ward 2",15792,17
21667440,"Modern & exclusive 2Br Apartment in Northwest DC",137515519,"North Cleveland Park, Forest Hills, Van Ness",38.94205,-77.06319,"Entire home/apt",175,1,1,0,100,"Ward 3",0,0
21667735,"NE DC Condo - Clean, Affordable and Free Parking",97151753,"Woodridge, Fort Lincoln, Gateway",38.93018,-76.95793,"Entire home/apt",50,14,1,0,95,"Ward 5",0,0
21668724,"Charming, sunny 1BR. steps to metro",24499278,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93586,-77.05811,"Entire home/apt",80,4,1,0,100,"Ward 3",0,0
21680495,"Private Room on Capitol Hill",58579028,"Capitol Hill, Lincoln Park",38.88156,-76.98692,"Private room",60,18,1,0,91,"Ward 6",0,0
21680786,"Master Suite by Metro/St.Es/Tourist Sites+FreePrkg",5096803,"Congress Heights, Bellevue, Washington Highlands",38.83884,-76.99462,"Private room",86,46,6,203,92,"Ward 8",17458,0
21681675,"Super Eastern Mkt./Cap. Hill Bedroom & Priv. Bath",157831943,"Capitol Hill, Lincoln Park",38.88194,-77.00048,"Private room",80,222,1,78,98,"Ward 6",6240,0
21683960,"❤ of the Heights by Sites/St. E/Metro+Parking+Hulu",5096803,"Congress Heights, Bellevue, Washington Highlands",38.83989,-76.99508,"Private room",58,20,6,0,96,"Ward 8",0,0
21695350,"Beautiful Shaw Townhome",28572421,"Shaw, Logan Circle",38.91154,-77.01985,"Private room",54,4,1,0,NA,"Ward 2",0,0
21695571,"Private, stylish 1BR, steps to everything",51590466,"Dupont Circle, Connecticut Avenue/K Street",38.91516,-77.03645,"Entire home/apt",120,137,1,20,99,"Ward 2",2400,2
21708245,"Spacious private basement w/bath-no shared spaces!",1648329,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93509,-77.01944,"Entire home/apt",52,70,1,167,93,"Ward 1",8684,3
21710947,"Walk to Metro, H Street, and More!",42231269,"Union Station, Stanton Park, Kingman Park",38.89519,-76.97902,"Entire home/apt",67,142,1,200,96,"Ward 6",13400,9
21711623,"1 BR Apartment 1/2 mile from Capitol + King Bed!",155256037,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90048,-77.01628,"Entire home/apt",79,2,1,0,100,"Ward 2",0,0
21712289,"★Room by Tourist Sites/St.Es near Metro+RokuTV+Pkg",5096803,"Congress Heights, Bellevue, Washington Highlands",38.83909,-76.99462,"Private room",76,43,6,0,95,"Ward 8",0,0
21717185,"Spacious Full English Basement in Takoma D.C.",158129211,"Takoma, Brightwood, Manor Park",38.96359,-77.01617,"Entire home/apt",80,45,1,80,97,"Ward 4",6400,0
21729336,"Smart, Comfy Condo Close to Downtown",105502689,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89853,-77.02038,"Entire home/apt",299,73,4,323,96,"Ward 2",96577,10
21730002,"Brilliant Basement near Takoma",4503953,"Takoma, Brightwood, Manor Park",38.96444,-77.01746,"Entire home/apt",56,141,1,327,98,"Ward 4",18312,43
21748348,"Large Bedroom w/Private Bath",34767827,"Union Station, Stanton Park, Kingman Park",38.89475,-76.97904,"Private room",150,2,1,0,100,"Ward 6",0,0
21753674,"Washington DC -(R) Near Metro & Capitol Hill",125670628,"Capitol Hill, Lincoln Park",38.87753,-76.98328,"Private room",74,68,2,173,99,"Ward 6",12802,0
21754236,"Sanitized, Stylish 1 BR/BA In DC NOMA Work Remote",145546777,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90979,-77.00746,"Entire home/apt",101,285,1,199,99,"Ward 5",20099,65
21755642,"Best of the Heights near Sites/MGM/Metro+Pkg/St.Es",5096803,"Congress Heights, Bellevue, Washington Highlands",38.83989,-76.99508,"Entire home/apt",250,8,6,232,83,"Ward 8",58000,0
21756049,"Very Cool, 1BR Columbia Heights APT",263430,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92566,-77.03135,"Entire home/apt",100,1,1,0,NA,"Ward 1",0,0
21772041,"Spacious and Luxurious 1BR Near the Metro",4180647,"Congress Heights, Bellevue, Washington Highlands",38.83954,-76.99055,"Entire home/apt",55,105,1,0,98,"Ward 8",0,16
21784912,"NoMa modern apartment",74841863,"Union Station, Stanton Park, Kingman Park",38.90546,-77.00552,"Entire home/apt",100,0,1,0,NA,"Ward 6",0,0
21784919,"Great Room in Dupont Circle",18069302,"Dupont Circle, Connecticut Avenue/K Street",38.91223,-77.04398,"Private room",45,1,1,0,100,"Ward 2",0,0
21787866,"Private room in the best neighborhood in DC",41197159,"North Cleveland Park, Forest Hills, Van Ness",38.95422,-77.07059,"Private room",50,0,1,0,NA,"Ward 3",0,0
21788048,"Capitol Hill/Eastern Market, backyard + parking!",49195938,"Capitol Hill, Lincoln Park",38.88663,-76.98857,"Entire home/apt",351,55,1,54,100,"Ward 6",18954,18
21793152,"Solar-powered Modern Home near Union Market",6083109,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90478,-76.98926,"Entire home/apt",80,238,1,319,98,"Ward 5",25520,69
